title,summary,url,publisher,image,category,full_story
How will age verification for porn work and what about privacy?,Anyone in the UK wanting to access online porn will soon have to undergo more rigorous age checks.,https://www.bbc.com/news/articles/ceq7ye3q2zwo,BBC Technology,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/b732/live/178d0420-5e69-11f0-a633-790fe0633fd6.jpg,World,"How will age verification for porn work and what about privacy?

1 day ago Share Save Graham Fraser Technology Reporter Share Save

Getty Images

The way people in the UK access websites with pornographic material is about to undergo a significant change. The Online Safety Act says sites must make it harder for under-18s to see explicit material - and Pornhub and other major adult websites have confirmed they will introduce advanced age checks by 25 July. Media regulator Ofcom estimates 14 million people watch online pornography - and concerns have been raised about the privacy and security implications of them having to undergo more robust identity checks. Age verification companies, who are likely to be employed, say people should be reassured because firms don't retain data, and they don't know what a person has accessed. ""The only non-hackable database is no database at all,"" says Iain Corby, of the Age Verification Providers Association. Chelsea Jarvie, a cyber security expert, says society needs to be cautious about ""normalising mass identification online"". There are a number of ways an adult website may choose to verify a user's age, and Ofcom has recommended seven methods. A website may allow a combination of them to give people choice. Let's look at them.

Credit card age checks

Getty Images

How it works You provide your credit card details and a payment processor checks if the card is valid. What are the privacy issues? Age verification firm Verifymy says when you carry out this check on its service, a two-factor authentication check and a mini transaction with no exchange of money takes place, similar to checking into a hotel. ""No personal data gets passed on to an adult platform in any way. It is simply a yes or no as to answering a question: is this individual over 18?"", said Andy Lulham, Verifymy's chief operating officer. The 5RightsFoundation - an online child safety charity - said credit card checks, along with the photo identification and digital"
Co-op boss confirms all 6.5m members had data stolen,"In her first interview since the attack, Co-op's chief executive said she was ""incredibly sorry"" to customers.",https://www.bbc.com/news/articles/cql0ple066po,BBC Technology,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/b8a4/live/686dafa0-622b-11f0-b1b9-2b94c1f6d9f3.png,World,"Co-op boss confirms all 6.5m members had data stolen

21 hours ago Share Save Joe Tidy Cyber correspondent, BBC World Service Imran Rahman-Jones Technology reporter Share Save

Watch: Co-op boss says immediate action was taken when the data breach was discovered

The chief executive of Co-op has confirmed that all 6.5 million of its members had their data stolen in a cyber-attack on the retailer in April. ""I'm devastated that information was taken. I'm also devastated by the impact that it took on our colleagues as well as they tried to contain all of this,"" Shirine Khoury-Haq told BBC Breakfast in her first public interview since the hack. ""There was no financial data, no transaction data but it was names and addresses and contact information that was lost,"" she added. Meanwhile, four people who were arrested a week ago by police investigating the cyber-attacks that caused havoc at M&S and the Co-op have all been bailed.

Ms Khoury-Haq said that she was ""incredibly sorry"" for the attack and that it was ""personal"" to her because of the impact that it had on her colleagues. ""Early on I met with our IT staff and they were in the midst of it. I will never forget the looks on their faces, trying to fight off these criminals,"" she said. The hackers were removed from the systems but ""could not erase what they did so we could monitor every mouse click,"" and Co-op was able to send that information to authorities. But she added: ""We know a lot of that information is out there anyway, but people will be worried and all members should be concerned."" Co-op runs on a membership scheme, where members are paid a share of the profits of the co-operative. ""It hurt my members, they took their data and it hurt our customers and that I do take personally,"" Ms Khoury-Haq said. Following the cyber attacks on the Co-op and M&S, the National Crime Agency (NCA) said on Wednesday that a 17-year-old British man from the West Midlands, a 19-year-old Latvian man from the West Midlands, a 19-yea"
Samsung boss cleared of fraud by South Korea's top court,The ruling comes after Lee Jae-yong was acquitted of all charges in two earlier trials.,https://www.bbc.com/news/articles/ckgj04nw19zo,BBC Technology,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/a18c/live/815e7820-62b5-11f0-b267-efd498d874df.jpg,World,"Samsung boss cleared of fraud by South Korea's top court

The case drew widespread scrutiny of the technology giant, as the country grapples with corporate corruption scandals involving its powerful family-run conglomerates known as chaebols.

In its final verdict, the Supreme Court in Seoul upheld a not guilty verdict, after Lee was acquitted of all charges in two earlier trials.

Lee, the grandson of Samsung's founder and the de facto head of the company since 2014, had been accused of using stock and accounting fraud to try to gain control of the firm.

Samsung boss Lee Jae-yong has been cleared by South Korea's top court of fraud charges, concluding a years-long legal battle over his role in a 2015 merger deal.

""Today, the Supreme Court has clearly confirmed through its final ruling that the merger of Samsung C&T and the accounting treatment of Samsung Biologics were lawful,"" said Samsung's lawyers on Thursday.

""We sincerely thank the court for its wise judgment following a thorough five-year trial process.""

Prosecutors accused Lee and his advisors of inflating the value of his pharmaceutical firm, Samsung Biologics, through fraudulent accounting.

They argued that the higher value allowed him to buy a larger share of a key Samsung subsidiary in a 2015 merger deal, which secured his succession.

Prosecutors also said the merger was designed to shift control of the company from Lee's father, Lee Kun-hee. His father, who faced legal troubles of his own, suffered a heart attack in 2014 and died in 2020.

The younger Lee was first arrested in 2017 for bribing an advisor to former President Park Geun-hye to smooth his succession at Samsung.

Over the course of his legal problems, he had separate jail terms cut short - one due to a special presidential pardon when he was on parole from prison.

At the time, the government said the leader of the country's biggest company was needed to spearhead South Korea's economic recovery in the wake of the Covid-19 pandemic.

I"
Trump Hails $90 Billion in AI Infrastructure Investments at Pennsylvania Summit,Trump administration officials say winning the artificial intelligence race with China is a top priority.,https://www.nytimes.com/2025/07/15/us/politics/trump-ai-pittsburgh-speech.html,NY Times Tech,https://static01.nyt.com/images/2025/07/15/multimedia/15trump-news-trump-speech1-zjmg/15trump-news-trump-speech1-zjmg-mediumSquareAt3X.jpg,World,"Trump administration officials have said that winning the artificial intelligence race with China is a top priority. Officials have also said they want to make it easier to approve new natural gas and nuclear power plants to supply the enormous quantities of electricity needed to supply data centers. On his first day in office, Mr. Trump declared a “national energy emergency,” saying the country did not have enough power to meet its growing needs for A.I. and ordering agencies to roll back environmental rules.

Critics have said the Trump administration, by cutting research funding and gutting scientific agencies, has made it easier for China to catch up to the United States in the A.I. race. On Monday, the chipmaker Nvidia also said that the administration had lifted restrictions on selling certain types of A.I. chips to China.

At the event in Pennsylvania, some executives said the state was an attractive place for artificial intelligence development because of its cheap natural gas. While companies in the region have managed to extract large amounts of gas from underground shale rock over the years through fracking, there often are not enough pipelines to ship all that gas to other states.

Jon Gray, the president of Blackstone, said that his company would look at teaming up with utilities and developers to build data centers closer to new gas plants. “What makes us so excited about this area is that you can co-locate the data centers next to the source of power,” he said.

Environmentalists have criticized the Trump administration’s plans to bypass environmental reviews and expand the use of fossil fuels like oil, natural gas and coal, saying that doing so will worsen air pollution and climate change."
China Is Spending Billions to Become an A.I. Superpower,Beijing is taking an industrial policy approach to help its A.I. companies close the gap with those in the United States.,https://www.nytimes.com/2025/07/16/technology/china-ai.html,NY Times Tech,https://static01.nyt.com/images/2025/07/14/multimedia/Biz-China-AI-01-mjvt/Biz-China-AI-01-mjvt-mediumSquareAt3X-v2.jpg,World,"When OpenAI blocked China’s access to its advanced artificial intelligence systems last July, Chinese coders shrugged. They would rely instead on open-source systems, where the underlying technology is shared publicly for others to build on.

At the time, that mostly meant turning to another popular American product made by Meta.

But in the year since, there has been a major shift in the global race to develop advanced A.I. Chinese companies like DeepSeek and Alibaba have churned out open-source A.I. systems of their own that rank among the world’s top performers.

China is quickly closing the gap with the United States in the contest to make technologies that rival the human brain. This is not an accident. The Chinese government has spent a decade funneling resources toward becoming an A.I. superpower, using the same strategy it used to dominate the electric vehicle and solar power industries.

“China is applying state support across the entire A.I. tech stack, from chips and data centers down to energy,” said Kyle Chan, an adjunct researcher at the RAND Corporation, a think tank."
"Cloudflare blocked 7.3 million DDoS attacks in Q2 2025, India fourth most attacked country","Telecommunications, service providers and carriers topped the list of most attacked industries in Q2",https://www.thehindu.com/sci-tech/technology/cloudflare-blocked-73-million-ddos-attacks-in-q2-2025-india-fourth-most-attacked-country/article69822112.ece,The Hindu - Technology,https://th-i.thgim.com/public/sci-tech/technology/8psny3/article69822113.ece/alternates/LANDSCAPE_1200/k2t725d9.png,India,"Cloudflare blocked 7.3 million Distributed Denial of Service (DDoS) attacks in Q2 2025, a drop from Q1’s 20.5 million, but 44% higher year-over-year (YoY) compared to Q2 2024. While network-layer attacks dropped 81% quarter-over-quarter (QoQ), Hypertext Transfer Protocol (HTTP) attacks rose 9% from Q1, and a staggering 129% from Q2 2024, totaling 4.1 million, noted the 22nd edition of the Cloudflare DDoS threat report.

China became the most attacked country in Q2 2025, followed by Brazil, Germany and India. Russia and Vietnam saw dramatic leaps into the top 10 most attacked locations, jumping forty and fifteen places respectively.

Indonesia rose to the number one source of DDoS attacks, followed by Singapore and Hong Kong. Russia and Ecuador also made major climbs into the top 10.

Telecommunications, service providers and carriers topped the list of most attacked industries in Q2. The internet and IT sectors followed, while agriculture made a surprising 38-spot jump to eighth place.

(For top technology news of the day, subscribe to our tech newsletter Today’s Cache)

June was the busiest month for DDoS attacks in Q2, accounting for nearly 38% of all observed activity. One notable target was an independent Eastern European news outlet protected by Cloudflare, which reported being attacked following its coverage of a local Pride parade during LGBTQ Pride Month.

Overall, in Q2, hyper-volumetric DDoS attacks skyrocketed. Cloudflare blocked over 6,500 hyper-volumetric DDoS attacks, an average of 71 per day. Hyper-volumetric attacks include L3/4 DDoS attacks exceeding 1 Bpps or 1 Tbps, and HTTP DDoS attacks exceeding 1 million requests per second (Mrps).

A majority (71%) of respondents said they didn’t know who was behind the DDoS attacks they experienced in 2025 Q2. 29% claimed to have identified the threat actor, 63% pointed to competitors, a pattern especially common in the Gaming, Gambling and Crypto industries.

Another 21% attributed the attack to state-level "
TikTok hit by fresh complaint over data access,Austria-based privacy campaign group Noyb (None of Your Business) already filed complaints against the three and another three Chinese-owned companies in January,https://www.thehindu.com/sci-tech/technology/tiktok-hit-by-fresh-complaint-over-data-access/article69822548.ece,The Hindu - Technology,https://th-i.thgim.com/public/incoming/hzmt2x/article69822552.ece/alternates/LANDSCAPE_1200/2025-07-09T121547Z_423231474_RC2ZIFAMSJXS_RTRMADP_3_USA-TIKTOK.JPG,India,"Online privacy campaigners filed fresh complaints against social media giant TikTok and two other Chinese-owned companies on Thursday, saying they had failed to comply with data access requests.

Prominent Austria-based privacy campaign group Noyb (None of Your Business) already filed complaints against the three and another three Chinese-owned companies in January, accusing them of ""unlawfully"" sending Europeans' personal data to China.

While Shein, Temu and Xiaomi provided the complainants with additional information, TikTok, AliExpress and WeChat ""continued to violate"" the EU's landmark General Data Protection Regulation (GDPR), Noyb said.

Noyb said it filed the fresh complaints against TikTok with data protection authorities in Greece, against AliExpress in Belgium and against WeChat in the Netherlands to order them to fulfil the access requests and fine them.

""All three tech companies have failed to comply with access requests... This makes it impossible for European users to exercise their fundamental right to privacy, to find out how their personal data is being processed,"" Noyb said.

TikTok only provided part of the complainant's data ""in an unstructured form that was impossible to understand"", Noyb said.

TikTok did not immediately respond to an AFP request for comment.

Last week, Beijing denied asking firms to ""illegally"" collect and store users' personal information after an investigation was opened into its European operations.

TikTok was fined 530 million euros ($610 million) in May by Ireland's Data Protection Commission over sending personal data to China, although the Chinese social media giant had insisted this data was only accessed remotely.

Ireland's DPC is the lead regulator in the EU for TikTok as the company has its European headquarters in the country.

The social media giant has been in the crosshairs of Western governments for years over fears that personal data could be used by China for espionage or propaganda purposes.

Noyb has l"
Amputees Say Advanced Bionic Leg Feels More Like a Part of Their Body,"Directly connected to bone, the leg allows wearers to climb stairs, walk at a normal speed, and kick balls.
The post Amputees Say Advanced Bionic Leg Feels More Like a Part of Their Body appeared first on SingularityHub.",https://singularityhub.com/2025/07/14/amputees-with-bionic-leg-say-it-feels-more-like-a-part-of-their-body/,SingularityHub,https://singularityhub.com/uploads/2025/07/MIT_Bionic-Leg-and-Knee.jpeg?auto=webp,World,"Ever since Hugh Herr lost both his legs to a rock-climbing accident, he’s been on a quest to design replacement limbs that feel like the real thing.

It’s now possible to engineer light-weight custom lower legs with flexible ankles that fit onto a residual limb, commonly known as the stump. These prostheses allow people with lower-limb amputations to walk again. But they tend to fall more often and struggle to climb stairs, walk on uneven surfaces, or simply get out of a chair. The limbs also feel like attachments, rather than natural extensions of the body.

These problems are worse for people with above-knee amputations. Our knees support our body weight but can also bend and twist when jumping, twirling, hopping, or running.

This month, Herr and his team at MIT introduced a “bionic” leg capable of complex movements. The system is attached to the user’s leg bone for stability and records electrical activity from nearby muscles to translate intent into smooth movement.

Compared to people with traditional above-the-knee prostheses, those fitted with the bionic knee were far more agile. The two volunteers could easily stand up from a sitting position, step over stacked blocks, and kick a ball with minimal upper body support.

More importantly, both said the bionic leg felt like part of their body.

“A prosthesis that's tissue-integrated—anchored to the bone and directly controlled by the nervous system—is not merely a lifeless, separate device, but rather a system that is carefully integrated into human physiology, offering a greater level of prosthetic embodiment,” said Herr in a press release. “It’s not simply a tool that the human employs, but rather an integral part of self.”

Multiple Upgrades

Your knee is like the Grand Central Station of nerves and muscles. Signals from the brain to walk, jump, or climb activate opposing groups of muscles involved in movement while keeping the joint stable. These connections form what’s called proprioceptive sensation. They"
This Week’s Awesome Tech Stories From Around the Web (Through July 12),"Every week, we scour the web for important, insightful, and fascinating stories in science and technology. Here are our latest picks.
The post This Week’s Awesome Tech Stories From Around the Web (Through July 12) appeared first on SingularityHub.",https://singularityhub.com/2025/07/12/this-weeks-awesome-tech-stories-from-around-the-web-through-july-12/,SingularityHub,https://singularityhub.com/uploads/2025/07/fiery-sparks-and-spokes.jpeg?auto=webp,World,"Tech AI Mania Pushes Nvidia to Record $4 trillion ValuationBenj Edwards | Ars Technica ""The milestone marks the highest market cap ever recorded for a publicly traded company, surpassing Apple's previous record of $3.8 trillion set in December. ...The $4 trillion valuation represents a market capitalization larger than the GDP of most countries.""

Robotics Robot Surgery on Humans Could Be Trialed Within Decade After Success on Pig OrgansRobert Booth | The Guardian ""The robot surgeons were schooled on video footage of human medics conducting operations using organs taken from dead pigs. In an apparent research breakthrough, eight operations were conducted on pig organs with a 100% success rate by a team led by experts at Johns Hopkins University in Baltimore in the US.""

Artificial Intelligence European Union Unveils Rules for Powerful AI SystemsAdam Satariano | The New York Times ""Makers of the most powerful AI systems will have to improve transparency, limit copyright violations, and protect public safety. The rules, which are not enforceable until next year, come during an intense debate in Brussels about how aggressively to regulate a new technology seen by many leaders as crucial to future economic success in the face of competition with the United States and China.""

Robotics The Teens Are Taking Waymos NowAarian Marshall | Wired ""Are the kids all right? They’re in Waymos, at least, now that the self-driving car company has begun to allow Arizona teenagers in the Phoenix area to ride by themselves through special 'teen' accounts. Eventually, the teen service, open to 14- to 17-year-olds, could come to all of the markets in the US where Waymo operates its robot taxis, the company says.""

Energy Why the US and Europe Could Lose the Race for Fusion EnergyDaniel F. Brunner, Edlyn V. Levine, Fiona E. Murray, and Rory Burke | MIT Technology Review ""Harnessing fusion will deliver the energy resilience, security, and abundance needed for all modern industrial and servi"
This AI Gives You Power Over Your Data,"With FlexOlmo, people can train AI without handing over their data. They can even remove their contribution after the model is complete.
The post This AI Gives You Power Over Your Data appeared first on SingularityHub.",https://singularityhub.com/2025/07/11/this-ai-gives-you-power-over-your-data/,SingularityHub,https://singularityhub.com/uploads/2025/07/hand-in-front-of-light.jpeg?auto=webp,World,"Data is the lifeblood of modern AI, but people are increasingly wary of sharing their information with model builders. A new architecture could get around the problem by letting data owners control how training data is used even after a model has been built.

The impressive capabilities of today’s leading AI models are the result of an enormous data-scraping operation that hoovered up vast amounts of publicly available information. This has raised thorny questions around consent and whether people have been properly compensated for the use of their data. And data owners are increasingly looking for ways to protect their data from AI companies.

A new architecture from researchers at the Allen Institute for AI (Ai2) called FlexOlmo could present a potential workaround. FlexOlmo allows models to be trained on private datasets without owners ever having to share the raw data. It also lets owners remove their data, or limit its use, after training has finished.

“FlexOlmo opens the door to a new paradigm of collaborative AI development,” the Ai2 researchers wrote in a blog post describing the new approach. “Data owners who want to contribute to the open, shared language model ecosystem but are hesitant to share raw data or commit permanently can now participate on their own terms.”

The team developed the new architecture to solve several problems with the existing approach to model training. Currently, data owners must make a one-time and essentially irreversible decision about whether or not to include their information in a training dataset. Once this data has been publicly shared there’s little prospect of controlling who uses it. And if a model is trained on certain data there’s no way to remove it later on, short of completely retraining the model. Given the cost of cutting-edge training runs, few model developers are likely to agree to this.

FlexOlmo gets around this by allowing each data owner to train a separate model on their own data. These models are then m"
A New Device Pulls Water From Thin Air—Even in Death Valley,"Portable, reusable, and affordable, the device is the latest in technologies aiming to expand access to drinking water.
The post A New Device Pulls Water From Thin Air—Even in Death Valley appeared first on SingularityHub.",https://singularityhub.com/2025/07/10/this-device-pulls-water-from-thin-air-even-in-death-valley/,SingularityHub,https://singularityhub.com/uploads/2025/07/MIT-Water-Harvester-01-press_0.jpeg?auto=webp,World,"It’s easy to take safe drinking water for granted. In most developed countries, access to safe water takes a simple flip of a kitchen tap or a run to the grocery store.

But over two billion people worldwide lack easy access to clean water, which can lead to diseases such as cholera. And the problem is getting worse as demand for water in farming and other industries increases.

One blue-sky solution may literally come from the sky. A team from MIT developed a window-sized portable device that pulls water vapor from the atmosphere. The sandwich-like contraption includes an origami-like hydrogel to capture moisture at night. As day breaks, it releases water vapor onto glass panels where the vapor condenses into drinking water.

The device, dubbed atmospheric water harvesting window, or AWHW, generated a modest amount of water in different environments—including a humid urban setting in Massachusetts and the desert of Death Valley.

It’s performance is “remarkable,” wrote Jiabin Liu and Shaoting Lin at Michigan State University, who were not involved in the work.

Liker solar panels, the device could produce more water if it was bigger or multiple were stacked into vertical “water farms.” For now, its portability could potentially aid thirsty hikers or soldiers trekking through hot terrain.

“We imagine that you could one day deploy an array of these panels, and the footprint is very small because they are all vertical,” said study author Xuanhe Zhao in a press release.

Compared to bottled water, the device is highly cost-effective. “The economic advantage makes it a potentially off-grid solution for communities facing persistent water scarcity,” wrote Liu and Lin. The device “offers a practical and deployable solution for providing affordable family-scale drinking water.”

Cheers

Thirst is deadlier than hunger. Our bodies need water to work. Without enough hydration, fatigue and dizziness rapidly set in. The brain struggles to process thoughts, while rising heart a"
Oppo Reno 14 Pro Review | A beautifully balanced phone,"Oppo Reno 14 Pro brings a bold design refresh, packs in the MediaTek Dimensity 8450 processor, flaunts a brighter and smoother display, a beefier battery, faster charging, and a fresh suite of AI smart features",https://www.thehindu.com/sci-tech/technology/gadgets/oppo-reno-14-pro-review-a-beautifully-balanced-phone/article69822194.ece,The Hindu - Technology,https://th-i.thgim.com/public/sci-tech/technology/gadgets/b52hwz/article69822197.ece/alternates/LANDSCAPE_1200/20250715_131207.jpg,India,"Just a few months ago we saw the launch of the Oppo Reno 13 series. Now, we have the latest Oppo Reno 14 Pro, a variant from the 14th series, launched this month. With such a short gap between launches, the obvious question is how much Oppo has actually changed this time around. On paper, the Reno 14 Pro brings a bold design refresh, packs in the MediaTek Dimensity 8450 processor, flaunts a brighter and smoother display, a beefier battery, faster charging, and a fresh suite of AI smart features, all pointing toward a well-rounded upgrade over its predecessor. But how do these upgrades hold up in real-world use? Let’s dive in and find out.

Design

At first glance, the Oppo Reno 14 Pro carries forward the sleek, sophisticated look of its predecessor. But spend a moment with the Pearl White variant, and you’ll notice something captivating — a swirling interplay of light and shadow across the back, thanks to the Gradient Aura Design. While this visual flair might seem unnecessary, it certainly grabs attention and adds a refined charm to the phone’s aesthetic. It’s Oppo’s way of making sure your device doesn’t just blend in.

In the hand, the Reno 14 Pro feels impressively smooth, thanks to Oppo Velvet Glass, a finish that combines a silk-like texture with anti-fingerprint resistance. The one-piece sculpted rear lends a seamless, premium touch. Despite its glass build, the phone feels neither too slippery nor bulky. The aerospace-grade aluminium frame further boosts the durability factor while maintaining a slim profile of 7.58mm for the Pearl White variant and 7.48mm for the Titanium Grey variant, both weighing just around 201g. The placement of the power button and volume rockers is ergonomic, and the tactile feedback is spot on.

Flip it over, and the front continues the elegance with an ultra-thin 1.6mm bezels surrounding the expansive OLED display. There is an in-display fingerprint sensor and trio of IP66, IP68, and IP69 certifications offering dust resistance, wa"
"AI Might Now Be as Good as Humans at Detecting Emotion, Political Leaning, and Sarcasm","Maybe machines aren't so hopeless at detecting nuance after all.
The post AI Might Now Be as Good as Humans at Detecting Emotion, Political Leaning, and Sarcasm appeared first on SingularityHub.",https://singularityhub.com/2025/07/15/ai-might-now-be-as-good-as-humans-at-detecting-emotion-political-leaning-and-sarcasm/,SingularityHub,https://singularityhub.com/uploads/2025/07/persons-hand-texting-smartphone.jpeg?auto=webp,World,"When we write something to another person, over email or perhaps on social media, we may not state things directly, but our words may instead convey a latent meaning—an underlying subtext. We also often hope that this meaning will come through to the reader.

But what happens if an artificial intelligence system is at the other end, rather than a person? Can AI, especially conversational AI, understand the latent meaning in our text? And if so, what does this mean for us?

Latent content analysis is an area of study concerned with uncovering the deeper meanings, sentiments, and subtleties embedded in text. For example, this type of analysis can help us grasp political leanings present in communications that are perhaps not obvious to everyone.

Understanding how intense someone’s emotions are or whether they’re being sarcastic can be crucial in supporting a person’s mental health, improving customer service, and even keeping people safe at a national level.

These are only some examples. We can imagine benefits in other areas of life, like social science research, policymaking, and business. Given how important these tasks are—and how quickly conversational AI is improving—it’s essential to explore what these technologies can (and can’t) do in this regard.

Work on this issue is only just starting. Current work shows that ChatGPT has had limited success in detecting political leanings on news websites. Another study that focused on differences in sarcasm detection between different large language models—the technology behind AI chatbots such as ChatGPT—showed that some are better than others.

Finally, a study showed that LLMs can guess the emotional “valence” of words—the inherent positive or negative feeling associated with them. Our new study published in Scientific Reports tested whether conversational AI, inclusive of GPT-4—a relatively recent version of ChatGPT—can read between the lines of human-written texts.

The goal was to find out how well LLMs simulate "
"Meta AI launches ‘Imagine Me’ image generation feature in India for Instagram, Messenger, and WhatsApp chats","Meta has started launching the ‘Imagine Me’ feature on Meta AI to Instagram, Messenger, and WhatsApp in India",https://www.thehindu.com/sci-tech/technology/meta-ai-launches-imagine-me-image-generation-feature-in-india-for-instagram-messenger-and-whatsapp-chats/article69822368.ece,The Hindu - Technology,https://th-i.thgim.com/public/incoming/l9c2tq/article69822174.ece/alternates/LANDSCAPE_1200/2025-07-02T160419Z_1861521893_RC25C3A1VX0W_RTRMADP_3_META-PLATFORMS-OUTAGES.JPG,India,"Meta AI has started launching its ‘Imagine Me’ personalised image generation feature that works with text prompts on Instagram, Messenger, and WhatsApp chats.

‘Imagine Me’ allows Meta AI to generate a unique image of a person based on their text prompts and their uploaded setup photos. Meta shared examples of prompts that people could use, such as “imagine me as a 90s rockstar” or “imagine me as a comic book hero.”

In order to access the feature, users can start a conversation with @Meta AI via personal and group chats and then use the “Imagine me as...” prompt to get started. First-time users may need to upload some setup photos to help Meta AI generate accurate pictures.

“Meta AI uses the uploaded images to understand the user’s facial features and generate personalized results within moments. These photos can be updated or deleted at any time in Meta AI settings. Users can also manage their preferences, retake photos, or turn off the feature as needed,” stated the company in a press release."
Airtel to offer one year free Perplexity Pro subscription to its users,Perplexity Pro version provides enhanced capabilities for professionals and heavy users,https://www.thehindu.com/sci-tech/technology/airtel-to-offer-one-year-free-perplexity-pro-subscription-to-its-users/article69822306.ece,The Hindu - Technology,https://th-i.thgim.com/public/sci-tech/technology/gadgets/s3zss1/article69822305.ece/alternates/LANDSCAPE_1200/Airtel%20x%20Perplexity.png,India,"Airtel on Thursday (July 17, 2025) partnered with Perplexity to offer 12-month Perplexity Pro subscription free of cost to all its 360 million customers. Perplexity is an AI-powered search and answer engine that offers real-time responses to users in a conversational language.

Perplexity Pro version provides enhanced capabilities for professionals and heavy users. Perplexity Pro includes more daily Pro searches per user, access to advanced AI models (e.g., GPT 4.1, Claude) and the ability to select specific models, deep research, image generation, file uploads and analysis, as well as Perplexity Labs, a unique tool that brings ideas to life.

The Perplexity Pro subscription is available to all Airtel customers (Mobile, Wi- Fi and DTH) for one year. Airtel users can avail this offer by logging-on to the Airtel Thanks App.

(For top technology news of the day, subscribe to our tech newsletter Today’s Cache)

“We’re thrilled to announce a game-changing partnership with Perplexity, bringing their cutting-edge AI capabilities exclusively for Airtel customers. This collaboration will bring the powerful and real-time knowledge tool for millions of users at their fingertips, at no extra cost. This first of its kind Gen-AI partnership in India is focused on helping our customers navigate the emerging trends in the digital world with confidence and ease,” said Gopal Vittal, Vice Chairman & Managing Director, Bharti Airtel.

Aravind Srinivas - Cofounder, CEO – Perplexity said “This partnership is an exciting way to make accurate, trustworthy, and professional-grade AI accessible to more people in India—whether a student, working professional, or managing a household. With Perplexity Pro, users get a smarter, easier way to find information, learn, and get more done.”

Perplexity Pro is priced globally at ₹17,000 for a year."
Researchers announce babies born from a trial of three-person IVF,Eight babies have been born in the UK thanks to a technology that uses DNA from three people: the two biological parents plus a third person who supplies healthy mitochondrial DNA. The babies were born to mothers who carry genes for mitochondrial diseases and risked passing on severe disorders. The ,https://www.technologyreview.com/2025/07/16/1120285/babies-born-trial-of-three-person-ivf/,MIT Technology Review,,World,"The study, which makes use of a technology called mitochondrial donation, has been described as a “tour de force” and “a remarkable accomplishment” by others in the field. In the team’s approach, patients’ eggs are fertilized with sperm, and the DNA-containing nuclei of those cells are transferred into donated fertilized eggs that have had their own nuclei removed. The new embryos contain the DNA of the intended parents along with a tiny fraction of mitochondrial DNA from the donor, floating in the embryos’ cytoplasm.

“The concept of [mitochondrial donation] has attracted much commentary and occasionally concern and anxiety,” Stuart Lavery, a consultant in reproductive medicine at University College Hospitals NHS Foundation Trust, said in a statement. “The Newcastle team have demonstrated that it can be used in a clinically effective and ethically acceptable way to prevent disease and suffering.”

Not everyone sees the trial as a resounding success. While five of the children were born “with no health problems,” one developed a fever and a urinary tract infection, and another had muscle jerks. A third was treated for an abnormal heart rhythm. Three of the babies were born with a low level of the very mitochondrial-DNA mutations the treatment was designed to prevent.

Heidi Mertes, a medical ethicist at Ghent University, says she is “moderately optimistic.” “I’m happy that it worked,” she says. “But at the same time, it’s concerning … it’s a call for caution and treading carefully.”

Pavlo Mazur, a former embryologist who has used a similar approach in the conception of 15 babies in Ukraine, believes that trials like this one should be paused until researchers figure out what’s going on. Others believe that researchers should study the technique in people who don’t have mitochondrial mutations, to lower the risk of passing any disease-causing mutations to children.

Long time coming

The news of the births has been long awaited by researchers in the field. Mitochond"
These four charts show where AI companies could go next in the US,"No one knows exactly how AI will transform our communities, workplaces, and society as a whole. Because it’s hard to predict the impact AI will have on jobs, many workers and local governments are left trying to read the tea leaves to understand how to prepare and adapt. A new interactive report rel",https://www.technologyreview.com/2025/07/16/1120233/these-four-charts-show-where-ai-companies-could-go-next-in-the-us/,MIT Technology Review,,World,"While the impact of AI on tech hubs like San Francisco and Boston is already being felt, AI proponents believe it will transform work everywhere, and in every industry. The report uses various proxies for what the researchers call “AI readiness” to document how unevenly this supposed transformation is taking place.

Here are four charts to help understand where that could matter.

1. AI development is still highly focused in tech hubs.

Brookings divides US cities into five categories based on how ready they are to adopt AI-related industries and job offerings. To do so, it looked at local talent pool development, innovations in local institutions, and adoption potential among local companies.

The “AI Superstars” above represent, unsurprisingly, parts of the San Francisco Bay Area, such outliers that they are given their own category. The “Star AI Hubs,” on the other hand, include large metropolitan areas known for tech work, including Boston, Seattle, and Miami.

2. Concentration of workers and startups is highly centralized, too.

The data shows that the vast majority of people working with AI and startups focused on AI are clustered in the tech hubs above. The report found that almost two-thirds of workers advertising their AI skills work there, and well over 75% of AI startups were founded there. The so-called “Star AI Hubs,” from the likes of New York City and Seattle down to Columbus, Ohio, and Boulder, Colorado, take up another significant portion of the pie.

It’s clear that most of the developments in AI are concentrated in certain large cities, and this pattern can end up perpetuating itself. According to the report, though, “AI activity has spread into most regional economies across the country,” highlighting the need for policy that encourages growth through AI without sacrificing other areas of the country.

3. Emerging centers of AI show promise but are lacking in one way or another.

Beyond the big, obvious tech-hub cities, Brookings claims, there ar"
